,x,y
64460,9,-111
64461,209,-158
64462,8,-111
64463,210,-158
64464,7,-111
64465,209,-158
64466,7,-110
64467,208,-158
64468,7,-109
64469,207,-158
64470,6,-109
64471,208,-158
64472,7,-109
64473,209,-158
64474,7,-108
64475,209,-157
64476,8,-108
64477,209,-156
64478,8,-109
64479,209,-155
64480,7,-109
64481,209,-156
64482,8,-109
64483,209,-157
64484,8,-110
64485,210,-157
64486,7,-110
64487,209,-157
64488,6,-110
64489,209,-158
64490,6,-109
64491,210,-158
64492,7,-109
64493,210,-157
64494,7,-110
64495,211,-157
64496,7,-109
64497,211,-156
64498,7,-110
64499,211,-157
64500,7,-109
64501,212,-157
64502,8,-109
64503,212,-156
64504,7,-109
64505,213,-156
64506,6,-109
64507,213,-157
64508,6,-110
64509,213,-158
64510,6,-109
64511,212,-158
64512,5,-109
64513,211,-158
64514,5,-110
64515,212,-158
64516,5,-111
64517,212,-159
64518,4,-111
64519,212,-158
64520,3,-111
64521,212,-157
64522,2,-111
64523,212,-156
64524,2,-110
64525,213,-156
64526,3,-110
64527,212,-156
64528,3,-111
64529,212,-155
64530,4,-111
64531,213,-155
64532,4,-110
64533,214,-155
64534,4,-111
64535,215,-155
64536,3,-111
64537,215,-154
64538,2,-111
64539,215,-153
64540,1,-111
64541,216,-153
64542,1,-110
64543,215,-153
64544,2,-110
64545,216,-153
64546,1,-110
64547,216,-154
64548,0,-110
64549,216,-155
64550,0,-111
64551,217,-155
64552,1,-111
64553,216,-155
64554,0,-111
64555,217,-155
64556,-1,-111
64557,217,-154
64558,-1,-110
64559,218,-154
64560,-1,-109
64561,217,-154
64562,-1,-110
64563,218,-154
64564,-1,-111
64565,219,-154
64566,-1,-112
64567,220,-154
64568,-2,-112
64569,219,-154
64570,-1,-112
64571,220,-154
64572,-1,-111
64573,220,-155
64574,-1,-112
64575,221,-155
64576,-2,-112
64577,222,-155
64578,-3,-112
64579,222,-154
64580,-3,-111
64581,222,-155
64582,-2,-111
64583,223,-155
64584,-2,-112
64585,223,-154
64586,-2,-113
64587,222,-154
64588,-2,-114
64589,222,-155
64590,-2,-115
64591,223,-155
64592,-3,-115
64593,223,-154
64594,-4,-115
64595,223,-155
64596,-5,-115
64597,224,-155
64598,-4,-115
64599,223,-155
64600,-3,-115
64601,224,-155
64602,-3,-114
64603,224,-154
64604,-3,-113
64605,223,-154
64606,-3,-114
64607,223,-153
64608,-2,-114
64609,222,-153
64610,-3,-114
64611,222,-152
64612,-2,-114
64613,221,-152
64614,-3,-114
64615,222,-152
64616,-3,-113
64617,223,-152
64618,-2,-113
64619,223,-153
64620,-2,-114
64621,223,-154
64622,-1,-114
64623,223,-153
64624,-2,-114
64625,223,-154
64626,-1,-114
64627,223,-155
64628,-2,-114
64629,222,-155
64630,-3,-114
64631,223,-155
64632,-3,-113
64633,224,-155
64634,-3,-112
64635,224,-154
64636,-3,-111
64637,225,-154
64638,-3,-110
64639,226,-154
64640,-3,-109
64641,227,-154
64642,-4,-109
64643,227,-155
64644,-4,-108
64645,227,-156
64646,-4,-107
64647,226,-156
64648,-3,-107
64649,227,-156
64650,-3,-108
64651,228,-156
64652,-3,-109
64653,228,-157
64654,-2,-109
64655,228,-156
64656,-2,-108
64657,228,-157
64658,-1,-108
64659,228,-156
64660,-1,-109
64661,228,-155
64662,-1,-108
64663,227,-155
64664,-1,-107
64665,228,-155
64666,-1,-108
64667,228,-156
64668,-1,-109
64669,227,-156
64670,-2,-109
64671,228,-156
64672,-2,-108
64673,228,-155
64674,-3,-108
64675,228,-156
64676,-2,-108
64677,228,-157
64678,-1,-108
64679,229,-157
64680,-2,-108
64681,229,-158
64682,-3,-108
64683,229,-159
64684,-2,-108
64685,229,-160
64686,-2,-107
64687,229,-161
64688,-1,-107
64689,229,-160
64690,0,-107
64691,228,-160
64692,0,-108
64693,227,-160
64694,0,-109
64695,227,-159
64696,0,-108
64697,227,-158
64698,0,-107
64699,227,-157
64700,-1,-107
64701,227,-158
64702,0,-107
64703,227,-157
64704,1,-107
64705,226,-157
64706,0,-107
64707,225,-157
64708,0,-108
64709,224,-157
64710,1,-108
64711,223,-157
64712,2,-108
64713,222,-157
64714,1,-108
64715,223,-157
64716,1,-107
64717,224,-157
64718,1,-106
64719,224,-156
64720,1,-107
64721,224,-157
64722,1,-106
64723,225,-157
64724,1,-107
64725,225,-158
64726,1,-106
64727,225,-159
64728,2,-106
64729,225,-160
64730,3,-106
64731,226,-160
64732,3,-107
64733,227,-160
64734,2,-107
64735,228,-160
64736,2,-108
64737,228,-161
64738,2,-107
64739,229,-161
64740,2,-106
64741,230,-161
64742,2,-107
64743,231,-161
64744,2,-108
64745,230,-161
64746,3,-108
64747,229,-161
64748,3,-109
64749,229,-162
64750,3,-108
64751,228,-162
64752,4,-108
64753,227,-162
64754,5,-108
64755,227,-163
64756,5,-109
64757,227,-164
64758,5,-110
64759,227,-163
64760,5,-111
64761,227,-164
64762,5,-110
64763,227,-163
64764,4,-110
64765,226,-163
64766,4,-109
64767,225,-163
64768,3,-109
64769,226,-163
64770,3,-110
64771,227,-163
64772,2,-110
64773,226,-163
64774,2,-111
64775,226,-164
64776,1,-111
64777,227,-164
64778,2,-111
64779,227,-163
64780,2,-112
64781,226,-163
64782,2,-113
64783,226,-162
64784,2,-114
64785,225,-162
64786,2,-115
64787,224,-162
64788,2,-116
64789,224,-163
64790,3,-116
64791,224,-164
64792,2,-116
64793,223,-164
64794,1,-116
64795,224,-164
64796,1,-115
64797,225,-164
64798,1,-114
64799,225,-165
64800,1,-113
64801,226,-165
64802,1,-114
64803,226,-164
64804,1,-115
64805,226,-165
64806,1,-116
64807,227,-165
64808,0,-116
64809,227,-166
64810,0,-117
64811,228,-166
64812,-1,-117
64813,227,-166
64814,0,-117
64815,226,-166
64816,0,-118
64817,226,-167
64818,-1,-118
64819,226,-168
64820,-1,-119
64821,226,-169
64822,-1,-120
64823,226,-168
64824,-2,-120
64825,226,-169
64826,-2,-121
64827,226,-168
64828,-3,-121
64829,225,-168
64830,-3,-120
64831,225,-169
64832,-2,-120
64833,225,-168
64834,-2,-121
64835,224,-168
64836,-2,-122
64837,224,-167
64838,-2,-123
64839,224,-168
64840,-2,-122
64841,223,-168
64842,-3,-122
64843,223,-169
64844,-2,-122
64845,224,-169
64846,-2,-121
64847,224,-170
64848,-1,-121
64849,224,-169
64850,0,-121
64851,224,-168
64852,-1,-121
64853,224,-169
64854,0,-121
64855,224,-168
64856,0,-122
64857,223,-168
64858,-1,-122
64859,222,-168
64860,0,-122
64861,222,-169
64862,0,-121
64863,222,-170
64864,-1,-121
64865,222,-171
64866,-1,-120
64867,221,-171
64868,-1,-119
64869,221,-170
64870,-1,-120
64871,222,-170
64872,-1,-119
64873,222,-169
64874,-1,-120
64875,223,-169
64876,-2,-120
64877,222,-169
64878,-1,-120
64879,222,-170
64880,0,-120
64881,222,-171
64882,-1,-120
64883,223,-171
64884,-1,-121
64885,223,-170
64886,-1,-122
64887,223,-169
64888,-1,-121
64889,223,-168
64890,-2,-121
64891,223,-167
64892,-3,-121
64893,223,-168
64894,-3,-122
64895,223,-167
64896,-3,-121
64897,224,-167
64898,-2,-121
64899,224,-168
64900,-2,-122
64901,225,-168
64902,-3,-122
64903,225,-167
64904,-3,-121
64905,226,-167
64906,-3,-120
64907,226,-166
64908,-2,-120
64909,227,-166
64910,-2,-121
64911,227,-167
64912,-2,-122
64913,226,-167
64914,-2,-121
64915,225,-167
64916,-2,-120
64917,225,-166
64918,-2,-121
64919,225,-167
64920,-2,-120
64921,225,-166
64922,-3,-120
64923,225,-165
64924,-2,-120
64925,226,-165
64926,-3,-120
64927,225,-165
64928,-4,-120
64929,224,-165
64930,-4,-119
64931,225,-165
64932,-4,-118
64933,225,-164
64934,-3,-118
64935,224,-164
64936,-2,-118
64937,224,-163
64938,-1,-118
64939,223,-163
64940,-1,-119
64941,222,-163
64942,-1,-118
64943,221,-163
64944,-2,-118
64945,221,-162
64946,-1,-118
64947,221,-163
64948,0,-118
64949,222,-163
64950,0,-117
64951,222,-162
64952,0,-116
64953,222,-163
64954,-1,-116
64955,222,-164
64956,0,-116
64957,222,-163
64958,-1,-116
64959,222,-164
64960,0,-116
64961,222,-165
64962,1,-116
64963,222,-164
64964,1,-117
64965,223,-164
64966,1,-116
64967,224,-164
64968,0,-116
64969,224,-165
64970,1,-116
64971,224,-166
64972,0,-116
64973,224,-165
64974,0,-115
64975,225,-165
64976,-1,-115
64977,225,-166
64978,-1,-116
64979,225,-165
64980,-1,-115
64981,224,-165
64982,-2,-115
64983,225,-165
64984,-2,-114
64985,224,-165
64986,-3,-114
64987,223,-165
64988,-3,-115
64989,223,-166
64990,-4,-115
64991,223,-165
64992,-5,-115
64993,224,-165
64994,-5,-116
64995,224,-166
64996,-5,-115
64997,223,-166
64998,-5,-116
64999,223,-167
65000,-5,-117
65001,223,-166
65002,-4,-117
65003,223,-165
65004,-4,-116
65005,224,-165
65006,-5,-116
65007,225,-165
65008,-4,-116
65009,226,-165
65010,-4,-117
65011,226,-164
65012,-3,-117
65013,226,-163
65014,-3,-116
65015,226,-164
65016,-4,-116
65017,225,-164
65018,-3,-116
65019,226,-164
65020,-3,-117
65021,226,-163
65022,-3,-116
65023,226,-164
65024,-4,-116
65025,226,-163
65026,-4,-115
65027,225,-163
65028,-5,-115
65029,224,-163
65030,-5,-114
65031,224,-164
65032,-4,-114
65033,225,-164
65034,-4,-113
65035,225,-163
65036,-4,-114
65037,225,-162
65038,-4,-113
65039,224,-162
65040,-5,-113
65041,224,-161
65042,-5,-114
65043,224,-162
65044,-4,-114
65045,223,-162
65046,-5,-114
65047,222,-162
65048,-5,-115
65049,222,-161
65050,-4,-115
65051,222,-160
65052,-4,-116
65053,223,-160
65054,-5,-116
65055,224,-160
65056,-6,-116
65057,223,-160
65058,-5,-116
65059,223,-159
65060,-6,-116
65061,222,-159
65062,-6,-115
65063,222,-160
65064,-5,-115
65065,221,-160
65066,-4,-115
65067,220,-160
65068,-4,-116
65069,220,-161
65070,-4,-115
65071,219,-161
65072,-4,-114
65073,220,-161
65074,-4,-115
65075,221,-161
65076,-4,-114
65077,220,-161
65078,-5,-114
65079,220,-162
65080,-5,-115
65081,221,-162
65082,-6,-115
65083,222,-162
65084,-6,-116
65085,223,-162
65086,-6,-117
65087,222,-162
65088,-6,-116
65089,221,-162
65090,-7,-116
65091,221,-163
65092,-7,-117
65093,222,-163
65094,-7,-116
65095,223,-163
65096,-8,-116
65097,223,-164
65098,-9,-116
65099,224,-164
65100,-8,-116
65101,223,-164
65102,-8,-117
65103,223,-163
65104,-8,-118
65105,222,-163
65106,-7,-118
65107,222,-164
65108,-7,-119
65109,222,-165
65110,-7,-120
65111,222,-164
65112,-6,-120
65113,222,-163
65114,-7,-120
65115,221,-163
65116,-8,-120
65117,222,-163
65118,-8,-121
65119,221,-163
65120,-7,-121
65121,220,-163
65122,-8,-121
65123,220,-164
65124,-8,-122
65125,220,-165
65126,-9,-122
65127,219,-165
65128,-8,-122
65129,220,-165
65130,-9,-122
65131,220,-164
65132,-8,-122
65133,219,-164
65134,-9,-122
65135,219,-163
65136,-10,-122
65137,220,-163
65138,-9,-122
65139,221,-163
65140,-10,-122
65141,221,-162
65142,-11,-122
65143,221,-161
65144,-12,-122
65145,221,-162
65146,-13,-122
65147,220,-162
65148,-12,-122
65149,220,-163
65150,-13,-122
65151,220,-162
65152,-13,-121
65153,220,-163
65154,-12,-121
65155,219,-163
65156,-11,-121
65157,220,-163
65158,-10,-121
65159,220,-164
65160,-11,-121
65161,220,-163
65162,-12,-121
65163,221,-163
65164,-11,-121
65165,221,-162
65166,-12,-121
65167,221,-163
65168,-12,-122
65169,222,-163
65170,-12,-123
65171,222,-164
65172,-12,-122
65173,223,-164
65174,-12,-123
65175,223,-163
65176,-12,-124
65177,223,-162
65178,-13,-124
65179,222,-162
65180,-13,-125
65181,223,-162
65182,-14,-125
65183,223,-163
65184,-13,-125
65185,224,-163
65186,-13,-124
65187,223,-163
65188,-13,-123
65189,224,-163
65190,-14,-123
65191,224,-164
65192,-15,-123
65193,225,-164
65194,-15,-124
65195,225,-165
65196,-14,-124
65197,225,-164
65198,-14,-125
65199,226,-164
65200,-14,-126
65201,225,-164
65202,-15,-126
65203,225,-163
65204,-16,-126
65205,226,-163
65206,-15,-126
65207,226,-164
65208,-14,-126
65209,225,-164
65210,-14,-125
65211,226,-164
65212,-14,-124
65213,227,-164
65214,-14,-125
65215,227,-163
65216,-15,-125
65217,227,-162
65218,-14,-125
65219,227,-163
65220,-13,-125
65221,226,-163
65222,-13,-124
65223,227,-163
65224,-14,-124
65225,227,-164
65226,-14,-125
65227,227,-163
65228,-15,-125
65229,226,-163
65230,-15,-126
65231,226,-164
65232,-16,-126
65233,225,-164
65234,-17,-126
65235,224,-164
65236,-17,-125
65237,224,-163
65238,-18,-125
65239,225,-163
65240,-18,-126
65241,225,-162
65242,-17,-126
65243,225,-161
65244,-16,-126
65245,224,-161
65246,-15,-126
65247,223,-161
65248,-16,-126
65249,224,-161
65250,-15,-126
65251,223,-161
65252,-15,-127
65253,223,-162
65254,-15,-128
65255,223,-161
65256,-16,-128
65257,222,-161
65258,-16,-129
65259,222,-160
65260,-17,-129
65261,223,-160
65262,-18,-129
65263,223,-161
65264,-19,-129
65265,223,-162
65266,-20,-129
65267,223,-161
65268,-20,-128
65269,223,-162
65270,-20,-129
65271,222,-162
65272,-20,-128
65273,223,-162
65274,-20,-129
65275,223,-163
65276,-19,-129
65277,223,-164
65278,-19,-128
65279,224,-164
65280,-19,-127
65281,223,-164
65282,-18,-127
65283,223,-163
65284,-18,-128
65285,222,-163
65286,-18,-127
65287,222,-164
65288,-19,-127
65289,223,-164
65290,-20,-127
65291,223,-163
65292,-20,-128
65293,222,-163
65294,-21,-128
65295,222,-162
65296,-20,-128
65297,222,-163
65298,-19,-128
65299,223,-163
65300,-19,-127
65301,223,-162
65302,-19,-128
65303,223,-163
65304,-18,-128
65305,222,-163
65306,-19,-128
65307,222,-164
65308,-19,-129
65309,223,-164
65310,-20,-129
65311,222,-164
65312,-20,-128
65313,222,-163
65314,-20,-129
65315,222,-162
65316,-21,-129
65317,223,-162
65318,-21,-128
65319,224,-162
65320,-21,-129
65321,224,-161
65322,-22,-129
65323,225,-161
65324,-22,-128
65325,224,-161
65326,-22,-129
65327,224,-160
65328,-22,-128
65329,223,-160
65330,-23,-128
65331,224,-160
65332,-24,-128
65333,223,-160
65334,-24,-127
65335,222,-160
65336,-24,-126
65337,221,-160
65338,-25,-126
65339,220,-160
65340,-26,-126
65341,219,-160
65342,-27,-126
65343,219,-159
65344,-26,-126
65345,220,-159
65346,-26,-125
65347,219,-159
65348,-26,-124
65349,218,-159
65350,-25,-124
65351,219,-159
65352,-26,-124
65353,219,-160
65354,-25,-124
65355,219,-161
65356,-25,-125
65357,220,-161
65358,-25,-124
65359,220,-162
65360,-25,-123
65361,221,-162
65362,-25,-122
65363,221,-161
65364,-25,-123
65365,221,-160
65366,-25,-124
65367,221,-161
65368,-24,-124
65369,221,-162
65370,-23,-124
65371,222,-162
65372,-22,-124
65373,222,-163
65374,-22,-123
65375,222,-164
65376,-21,-123
65377,221,-164
65378,-22,-123
65379,220,-164
65380,-23,-123
65381,220,-165
65382,-23,-124
65383,220,-164
65384,-22,-124
65385,220,-165
65386,-21,-124
65387,219,-165
65388,-21,-123
65389,220,-165
65390,-21,-122
65391,221,-165
65392,-21,-123
65393,221,-166
65394,-22,-123
65395,221,-165
65396,-22,-122
65397,221,-164
65398,-22,-121
65399,220,-164
65400,-22,-120
65401,219,-164
65402,-21,-120
65403,218,-164
65404,-22,-120
65405,218,-165
65406,-21,-120
65407,219,-165
65408,-20,-120
65409,218,-165
65410,-21,-120
65411,219,-165
65412,-20,-120
65413,218,-165
65414,-19,-120
65415,218,-166
65416,-19,-121
65417,218,-165
65418,-18,-121
65419,217,-165
65420,-18,-122
65421,217,-164
65422,-18,-121
65423,217,-165
65424,-18,-122
65425,218,-165
65426,-17,-122
65427,218,-164
65428,-16,-122
65429,219,-164
65430,-16,-123
65431,218,-164
65432,-16,-122
65433,218,-163
65434,-16,-121
65435,219,-163
65436,-16,-122
65437,220,-163
65438,-17,-122
65439,220,-164
65440,-17,-121
65441,221,-164
65442,-18,-121
65443,222,-164
65444,-17,-121
65445,223,-164
65446,-17,-122
65447,223,-165
65448,-17,-121
65449,223,-164
65450,-16,-121
65451,224,-164
65452,-17,-121
65453,224,-163
65454,-18,-121
65455,223,-163
65456,-17,-121
65457,223,-162
65458,-18,-121
65459,223,-163
65460,-17,-121
65461,224,-163
65462,-17,-122
65463,223,-163
65464,-17,-121
65465,223,-162
65466,-17,-120
65467,222,-162
65468,-17,-119
65469,222,-161
65470,-17,-120
65471,221,-161
65472,-17,-119
65473,220,-161
65474,-17,-120
65475,219,-161
65476,-17,-119
65477,219,-160
65478,-18,-119
65479,219,-161
65480,-18,-118
65481,218,-161
65482,-19,-118
65483,218,-162
65484,-19,-119
65485,218,-161
65486,-20,-119
65487,218,-160
65488,-20,-118
65489,217,-160
65490,-19,-118
65491,217,-159
65492,-19,-117
65493,217,-160
65494,-19,-116
65495,217,-159
65496,-19,-115
65497,217,-160
65498,-19,-114
65499,218,-160
65500,-19,-115
65501,217,-160
65502,-20,-115
65503,216,-160
65504,-20,-116
65505,217,-160
65506,-21,-116
65507,216,-160
65508,-21,-117
65509,215,-160
65510,-22,-117
65511,214,-160
65512,-21,-117
65513,213,-160
65514,-21,-118
65515,212,-160
65516,-22,-118
65517,212,-159
65518,-22,-119
65519,212,-160
65520,-23,-119
65521,212,-161
65522,-22,-119
65523,213,-161
65524,-23,-119
65525,213,-162
65526,-24,-119
65527,214,-162
65528,-25,-119
65529,214,-163
65530,-24,-119
65531,215,-163
65532,-24,-120
65533,215,-164
65534,-25,-120
65535,216,-164
65536,-25,-121
65537,217,-164
65538,-25,-120
65539,216,-164
65540,-25,-121
65541,215,-164
65542,-25,-122
65543,215,-163
65544,-25,-121
65545,215,-162
65546,-24,-121
65547,215,-163
65548,-24,-120
65549,215,-162
65550,-25,-120
65551,214,-162
65552,-25,-119
65553,214,-161
65554,-24,-119
65555,215,-161
65556,-24,-118
65557,214,-161
65558,-24,-117
65559,215,-161
65560,-25,-117
65561,215,-160
65562,-25,-118
65563,215,-159
65564,-24,-118
65565,214,-159
65566,-25,-118
65567,215,-159
65568,-26,-118
65569,214,-159
65570,-26,-117
65571,214,-160
65572,-27,-117
65573,215,-160
65574,-28,-117
65575,216,-160
65576,-27,-117
65577,217,-160
65578,-27,-116
65579,216,-160
65580,-28,-116
65581,215,-160
65582,-29,-116
65583,215,-161
65584,-29,-115
65585,216,-161
65586,-29,-114
65587,217,-161
65588,-29,-115
65589,217,-160
65590,-29,-116
65591,218,-160
65592,-28,-116
65593,218,-161
65594,-27,-116
65595,218,-162
65596,-27,-115
65597,218,-161
65598,-27,-114
65599,218,-162
65600,-27,-115
65601,217,-162
65602,-26,-115
65603,216,-162
65604,-27,-115
65605,217,-162
65606,-27,-116
65607,216,-162
65608,-27,-117
65609,217,-162
65610,-28,-117
65611,216,-162
65612,-29,-117
65613,217,-162
65614,-30,-117
65615,218,-162
65616,-30,-118
65617,217,-162
65618,-30,-119
65619,217,-161
65620,-30,-118
65621,217,-162
65622,-30,-117
65623,217,-161
65624,-30,-116
65625,216,-161
65626,-29,-116
65627,217,-161
65628,-29,-115
65629,216,-161
65630,-29,-116
65631,217,-161
65632,-30,-116
65633,216,-161
65634,-31,-116
65635,215,-161
65636,-31,-115
65637,215,-160
65638,-31,-114
65639,215,-159
65640,-31,-115
65641,215,-158
65642,-32,-115
65643,216,-158
65644,-33,-115
65645,215,-158
65646,-32,-115
65647,214,-158
65648,-32,-114
65649,214,-159
65650,-32,-115
65651,213,-159
65652,-32,-114
65653,214,-159
65654,-32,-115
65655,213,-159
65656,-32,-114
65657,213,-158
65658,-32,-113
65659,213,-159
65660,-31,-113
65661,214,-159
65662,-31,-114
65663,214,-160
65664,-31,-115
65665,215,-160
65666,-30,-115
65667,215,-161
65668,-30,-114
65669,216,-161
65670,-31,-114
65671,215,-161
65672,-32,-114
65673,215,-162
65674,-32,-113
65675,215,-161
65676,-32,-114
65677,214,-161
65678,-31,-114
65679,213,-161
65680,-31,-113
65681,214,-161
65682,-30,-113
65683,214,-160
65684,-29,-113
65685,214,-161
65686,-29,-112
65687,215,-161
65688,-30,-112
65689,214,-161
65690,-30,-113
65691,215,-161
65692,-30,-114
65693,215,-160
65694,-29,-114
65695,214,-160
65696,-28,-114
65697,214,-161
65698,-28,-113
65699,214,-160
65700,-29,-113
65701,214,-161
65702,-29,-112
65703,214,-162
65704,-30,-112
65705,214,-161
65706,-29,-112
65707,214,-162
65708,-28,-112
65709,215,-162
65710,-29,-112
65711,214,-162
65712,-30,-112
65713,215,-162
65714,-31,-112
65715,215,-163
65716,-32,-112
65717,215,-162
65718,-32,-111
65719,215,-163
65720,-33,-111
65721,216,-163
65722,-32,-111
65723,215,-163
65724,-33,-111
65725,215,-164
65726,-34,-111
65727,215,-165
65728,-33,-111
65729,215,-166
65730,-34,-111
65731,215,-167
65732,-33,-111
65733,214,-167
65734,-34,-111
65735,214,-166
65736,-33,-111
65737,215,-166
65738,-33,-110
65739,214,-166
65740,-33,-111
65741,214,-165
65742,-33,-112
65743,214,-166
65744,-32,-112
65745,213,-166
65746,-32,-113
65747,213,-165
65748,-33,-113
65749,214,-165
65750,-32,-113
65751,213,-165
65752,-31,-113
65753,213,-166
65754,-31,-112
65755,214,-166
65756,-31,-113
65757,215,-166
65758,-31,-114
65759,216,-166
65760,-31,-113
65761,215,-166
65762,-32,-113
65763,216,-166
65764,-33,-113
65765,216,-165
65766,-32,-113
65767,216,-164
65768,-31,-113
65769,216,-163
65770,-31,-114
65771,215,-163
65772,-31,-115
65773,214,-163
65774,-31,-114
65775,214,-162
65776,-31,-113
65777,214,-163
65778,-31,-112
65779,213,-163
65780,-30,-112
65781,212,-163
65782,-30,-113
65783,211,-163
65784,-30,-114
65785,211,-162
65786,-29,-114
65787,210,-162
65788,-28,-114
65789,209,-162
65790,-28,-113
65791,208,-162
65792,-28,-114
65793,207,-162
65794,-27,-114
65795,207,-161
65796,-26,-114
65797,207,-162
65798,-26,-115
65799,208,-162
65800,-26,-114
65801,207,-162
65802,-26,-115
65803,207,-163
65804,-25,-115
65805,206,-163
65806,-25,-116
65807,206,-162
65808,-25,-117
65809,206,-163
65810,-25,-118
65811,206,-164
65812,-24,-118
65813,207,-164
65814,-24,-117
65815,207,-165
65816,-23,-117
65817,206,-165
65818,-22,-117
65819,205,-165
65820,-22,-116
65821,205,-164
65822,-21,-116
65823,204,-164
65824,-22,-116
65825,203,-164
65826,-23,-116
65827,203,-163
65828,-22,-116
65829,202,-163
65830,-22,-117
65831,203,-163
65832,-23,-117
65833,203,-164
65834,-23,-116
65835,202,-164
65836,-23,-117
65837,203,-164
65838,-23,-116
65839,203,-163
65840,-23,-115
65841,203,-164
65842,-22,-115
65843,203,-163
65844,-22,-114
65845,203,-162
65846,-22,-115
65847,202,-162
65848,-23,-115
65849,202,-163
65850,-23,-114
65851,202,-162
65852,-24,-114
65853,203,-162
65854,-25,-114
65855,203,-161
65856,-24,-114
65857,204,-161
65858,-23,-114
65859,203,-161
65860,-23,-115
65861,203,-162
65862,-23,-114
65863,204,-162
65864,-23,-113
65865,204,-161
65866,-23,-112
65867,204,-162
65868,-23,-111
65869,204,-163
65870,-23,-110
65871,204,-164
65872,-24,-110
65873,204,-163
65874,-23,-110
65875,205,-163
65876,-24,-110
65877,206,-163
65878,-24,-111
65879,205,-163
65880,-24,-110
65881,205,-162
65882,-24,-109
65883,206,-162
65884,-24,-108
65885,206,-161
65886,-25,-108
65887,205,-161
65888,-26,-108
65889,204,-161
65890,-27,-108
65891,204,-160
65892,-27,-107
65893,204,-161
65894,-28,-107
65895,204,-162
65896,-28,-106
65897,204,-161
65898,-27,-106
65899,203,-161
65900,-26,-106
65901,203,-162
65902,-27,-106
65903,204,-162
65904,-27,-107
65905,205,-162
65906,-27,-108
65907,205,-161
65908,-26,-108
65909,206,-161
65910,-26,-109
65911,206,-160
65912,-26,-108
65913,206,-161
65914,-25,-108
65915,207,-161
65916,-24,-108
65917,207,-160
65918,-25,-108
65919,207,-161
65920,-25,-109
65921,207,-160
65922,-26,-109
65923,207,-159
65924,-25,-109
65925,207,-158
65926,-25,-108
65927,208,-158
65928,-25,-109
65929,207,-158
65930,-24,-109
65931,206,-158
65932,-24,-108
65933,206,-159
65934,-24,-107
65935,206,-160
65936,-24,-108
65937,207,-160
65938,-24,-109
65939,207,-161
65940,-24,-108
65941,207,-162
65942,-25,-108
65943,206,-162
65944,-26,-108
65945,206,-161
65946,-26,-107
65947,206,-160
65948,-25,-107
65949,207,-160
65950,-26,-107
65951,207,-159
65952,-26,-108
65953,207,-158
65954,-25,-108
65955,208,-158
65956,-25,-109
65957,208,-159
65958,-25,-110
65959,209,-159
65960,-25,-109
65961,210,-159
65962,-26,-109
65963,209,-159
65964,-27,-109
65965,208,-159
65966,-28,-109
65967,208,-160
65968,-28,-108
65969,209,-160
65970,-27,-108
65971,209,-161
65972,-28,-108
65973,209,-160
65974,-28,-107
65975,208,-160
65976,-27,-107
65977,209,-160
65978,-27,-108
65979,209,-161
65980,-26,-108
65981,209,-162
65982,-26,-109
65983,208,-162
65984,-26,-108
65985,207,-162
65986,-26,-107
65987,207,-161
65988,-26,-108
65989,207,-162
65990,-25,-108
65991,207,-161
65992,-26,-108
65993,208,-161
65994,-26,-109
65995,208,-162
65996,-25,-109
65997,208,-163
65998,-25,-108
65999,209,-163
66000,-25,-107
66001,209,-162
66002,-24,-107
66003,209,-161
66004,-25,-107
66005,209,-160
66006,-26,-107
66007,209,-161
66008,-26,-108
66009,208,-161
66010,-26,-109
66011,208,-162
66012,-26,-108
66013,209,-162
66014,-26,-107
66015,209,-163
66016,-26,-108
66017,209,-162
66018,-25,-108
66019,210,-162
66020,-24,-108
66021,210,-161
66022,-24,-109
66023,210,-160
66024,-23,-109
66025,211,-160
66026,-22,-109
66027,210,-160
66028,-22,-110
66029,209,-160
66030,-21,-110
66031,209,-159
66032,-21,-111
66033,210,-159
66034,-22,-111
66035,211,-159
66036,-22,-112
66037,211,-160
66038,-21,-112
66039,212,-160
66040,-21,-113
66041,211,-160
66042,-21,-114
66043,211,-159
66044,-21,-115
66045,211,-158
66046,-20,-115
66047,212,-158
66048,-19,-115
66049,211,-158
66050,-19,-116
66051,212,-158
66052,-20,-116
66053,212,-159
66054,-21,-116
66055,212,-158
66056,-22,-116
66057,212,-159
66058,-22,-115
66059,211,-159
66060,-22,-114
66061,211,-160
66062,-22,-115
66063,211,-161
66064,-22,-116
66065,211,-160
66066,-21,-116
66067,211,-159
66068,-21,-115
66069,210,-159
66070,-20,-115
66071,209,-159
66072,-21,-115
66073,210,-159
66074,-22,-115
66075,210,-158
66076,-21,-115
66077,210,-157
66078,-22,-115
66079,210,-156
66080,-21,-115
66081,211,-156
66082,-22,-115
66083,211,-157
66084,-22,-116
66085,212,-157
66086,-21,-116
66087,213,-157
66088,-21,-115
66089,213,-158
66090,-22,-115
66091,213,-159
66092,-22,-116
66093,212,-159
66094,-22,-117
66095,212,-158
66096,-22,-116
66097,212,-157
66098,-21,-116
66099,213,-157
66100,-21,-117
66101,213,-156
66102,-20,-117
66103,214,-156
66104,-21,-117
66105,213,-156
66106,-22,-117
66107,213,-157
66108,-22,-118
66109,213,-158
66110,-22,-117
66111,213,-159
66112,-21,-117
66113,213,-160
66114,-21,-118
66115,214,-160
66116,-20,-118
66117,214,-159
66118,-20,-117
66119,213,-159
66120,-19,-117
